tau,SCS,OSQP,COSMO
140.00583824680976,1.0,1.0,0.945
141.30259905995337,1.0,1.0,0.945
142.61137071941283,1.0,1.0,0.945
143.93226447194064,1.0,1.0,0.945
145.26539259467813,1.0,1.0,0.945
146.61086840469844,1.0,1.0,0.945
147.96880626863964,1.0,1.0,0.945
149.33932161242518,1.0,1.0,0.945
150.72253093107557,1.0,1.0,0.945
152.1185517986105,1.0,1.0,0.945
153.52750287804227,1.0,1.0,0.945
154.94950393146317,1.0,1.0,0.945
156.3846758302246,1.0,1.0,0.945
157.8331405652118,1.0,1.0,0.945
159.29502125721228,1.0,1.0,0.945
160.77044216738236,1.0,1.0,0.945
162.25952870780873,1.0,1.0,0.945
163.76240745216873,1.0,1.0,0.945
165.27920614648954,1.0,1.0,0.945
166.81005372000593,1.0,1.0,0.945
168.35508029612024,1.0,1.0,0.945
169.9144172034626,1.0,1.0,0.945
171.48819698705393,1.0,1.0,0.945
173.07655341957258,1.0,1.0,0.945
174.67962151272457,1.0,1.0,0.945
176.29753752872057,1.0,1.0,0.945
177.93043899185773,1.0,1.0,0.945
179.5784647002095,1.0,1.0,0.945
181.24175473742378,1.0,1.0,0.945
182.92045048462938,1.0,1.0,0.945
184.61469463245476,1.0,1.0,0.945
186.324631193156,1.0,1.0,0.945
188.05040551285816,1.0,1.0,0.945
189.79216428391015,1.0,1.0,0.945
191.55005555735278,1.0,1.0,0.945
193.32422875550452,1.0,1.0,0.945
195.11483468466164,1.0,1.0,0.945
196.92202554791714,1.0,1.0,0.945
198.74595495809837,1.0,1.0,0.945
200.5867779508234,1.0,1.0,0.945
202.44465099768038,1.0,1.0,0.945
204.31973201952704,1.0,1.0,0.945
206.21218039991425,1.0,1.0,0.945
208.12215699863393,1.0,1.0,0.945
210.04982416539153,1.0,1.0,0.945
211.9953457536071,1.0,1.0,0.945
213.95888713434215,1.0,1.0,0.945
215.94061521035653,1.0,1.0,0.945
217.94069843029558,1.0,1.0,0.945
219.95930680300748,1.0,1.0,0.945
221.99661191199547,1.0,1.0,0.945
224.05278693000182,1.0,1.0,0.945
226.12800663372772,1.0,1.0,0.945
228.22244741868985,1.0,1.0,0.945
230.33628731421314,1.0,1.0,0.945
232.4697059985648,1.0,1.0,0.945
234.62288481422624,1.0,1.0,0.945
236.79600678330763,1.0,1.0,0.945
238.98925662310504,1.0,1.0,0.945
241.2028207618007,1.0,1.0,0.945
243.43688735431104,1.0,1.0,0.945
245.691646298279,1.0,1.0,0.945
247.96728925021577,1.0,1.0,0.945
250.26400964179192,1.0,1.0,0.945
252.58200269627847,1.0,1.0,0.945
254.9214654451423,1.0,1.0,0.945
257.28259674479324,1.0,1.0,0.945
259.665597293487,1.0,1.0,0.945
262.07066964838526,1.0,1.0,0.945
264.498018242772,1.0,1.0,0.945
266.9478494034321,1.0,1.0,0.945
269.4203713681882,1.0,1.0,0.945
271.9157943036019,1.0,1.0,0.945
274.43433032283656,1.0,1.0,0.945
276.9761935036891,1.0,1.0,0.945
279.5415999067856,1.0,1.0,0.945
282.1307675939471,1.0,1.0,0.945
284.74391664672476,1.0,1.0,0.945
287.38126918510665,1.0,1.0,0.945
290.04304938639916,1.0,1.0,0.945
292.7294835042816,1.0,1.0,0.945
295.440799888038,1.0,1.0,0.945
298.17722900196736,1.0,1.0,0.945
300.9390034449721,1.0,1.0,0.945
303.72635797033115,1.0,1.0,0.945
306.5395295056527,1.0,1.0,0.945
309.3787571730137,1.0,1.0,0.945
312.2442823092858,1.0,1.0,0.945
315.13634848664793,1.0,1.0,0.945
318.05520153329195,1.0,1.0,0.945
321.00108955431716,1.0,1.0,0.945
323.9742629528196,1.0,1.0,0.945
326.9749744511768,1.0,1.0,0.945
330.0034791125285,1.0,1.0,0.945
333.06003436245885,1.0,1.0,0.945
336.1449000108765,1.0,1.0,0.945
339.2583382740992,1.0,1.0,0.945
