name,solver,status,run_time,iter,obj_val,n,m,N,status_val,scale_updates,scale,pobj,dobj,res_pri,res_dual,gap,res_infeas,res_unbdd_a,res_unbdd_p,comp_slack,solve_time,setup_time,lin_sys_time,cone_time,accel_time,rejected_accel_steps,accepted_accel_steps
hypothyroid-k1,SCS-3.0,optimal,22.26849889755249,6975,-2902.8806981638973,2595,7784,433921,1,5,0.0013638619330299888,-2902.8806981638973,-2902.8806850081273,0.18446459597109965,0.0009864453633860663,1.3155769573921018e-05,,0.0003444942839264405,0.0,2.8433352131096434e-08,22004.858283,233.906421,20203.544872,415.33126500000066,0.0,0,0
iis-hc-cov,SCS-3.0,optimal,6.330584287643433,10275,9.517101608482136,293,10020,143264,1,0,0.1,9.517101608482136,9.51713416142288,0.0002679678331009883,0.00018386237145925387,3.2552940744579475e-05,0.10509296658080572,,,6.437161914618628e-11,6230.765986,93.315736,4996.161365999986,565.9795149999991,0.0,0,0
irish-electricity,SCS-3.0,optimal,107.40707111358643,10325,2449451.409753306,39508,110102,459634,1,1,0.31665362344816933,2449451.409753306,2449463.6092065056,0.4239103465742216,0.7979574286270075,12.19945319987946,0.010135694610980435,,,3.918943303915512e-05,106807.592994,572.057593,83615.49705199983,12444.120476000044,0.0,0,0
k1mushroom,SCS-3.0,max_iter_reached,921.9951360225677,100000,-4165.406799132355,8209,24627,1698031,2,5,1e-06,-4165.406799132355,-4165.037613614389,19.050226613981998,0.00026034528525600733,6.94543087535056e-310,,0.00457343724938225,0.0,2.2815648230668414e-05,921038.120474,929.397157,862669.8462840007,18723.072642999854,0.0,0,0
leo1,SCS-3.0,optimal,21.95815658569336,40025,388548256.9967588,6730,7295,114173,1,2,3.178517682102449,388548256.9967588,388570248.24421906,0.004010755420164987,8673.965830728697,21991.24746020343,0.2326036206749109,,,0.00020599365234375,21906.862193,49.005671,17510.093138999917,1638.200777999999,0.0,0,0
leo2,SCS-3.0,optimal,1.9830689430236816,2000,386452526.164458,11098,11686,217895,1,2,10.867588425982499,386452526.164458,386429098.87040836,0.003898843812185539,13480.80015205835,23427.294049659216,0.43657592535024303,,,0.000513516366481781,1909.585087,69.32386,1513.4293590000016,141.12374700000015,0.0,0,0
lr1dr04vc05v17a-t360,SCS-3.0,optimal,114.74614882469177,16525,-7663105.502435217,33031,45290,135393,1,1,0.5083603946563128,-7663105.502435217,-7663069.3044453105,0.10448435060335079,0.9140600558486193,36.197989907018325,,0.00011966428016105727,0.0,1.909720594994724e-06,114446.215995,291.384113,97195.00277400001,10147.048149999953,0.0,0,0
lr2-22dr3-333vc4v17a-t60,SCS-3.0,optimal,226.76643991470337,4825,-64609.008750090514,95812,179171,482631,1,2,1.06190798089184,-64609.008750090514,-64602.73791826748,0.07172816440686612,0.11788301445493214,6.270831823036157,,0.01309414813372339,0.0,5.713332029699814e-10,216176.710992,10528.235411,177078.05613499988,10100.278842999978,0.0,0,0
map06,SCS-3.0,max_iter_reached,561.9622893333435,100000,-inf,27074,77802,135084,-6,75,1e-06,-inf,-inf,,,,,0.24007285151355282,0.0,9.119127534445617e-16,561742.746253,210.866856,416300.9213280061,79808.27041599959,0.0,0,0
map10,SCS-3.0,max_iter_reached,551.3793721199036,100000,-104207.53099385287,27074,77802,135084,2,55,1e-06,-104207.53099385287,-104220.07948505126,19481.118036338885,4.6296682047113526e-07,6.94543087535056e-310,,0.1869453949301233,0.0,0.0,551154.307032,216.648764,410945.8826319986,76835.76808199905,0.0,0,0
